file_id,reference_file_id,dataset,scenario,llm_version,run_id,branch,reference_branch,loss,lag,n,mean_loss_diff,statistic,p_value,challenger_better_than_base
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run3,Part2-AirPassengers-S1-Base-ClaudeOpus47-Run3,AirPassengers,S1,ClaudeOpus47,3,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run1,Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run1,AirPassengers,S1,DeepSeekV4Pro,1,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run2,Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run2,AirPassengers,S1,DeepSeekV4Pro,2,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-Gemini31Pro-Run1,Part2-AirPassengers-S1-Base-Gemini31Pro-Run1,AirPassengers,S1,Gemini31Pro,1,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-Gemini31Pro-Run2,Part2-AirPassengers-S1-Base-Gemini31Pro-Run2,AirPassengers,S1,Gemini31Pro,2,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-Gemini31Pro-Run3,Part2-AirPassengers-S1-Base-Gemini31Pro-Run3,AirPassengers,S1,Gemini31Pro,3,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-GPT55-Run1,Part2-AirPassengers-S1-Base-GPT55-Run1,AirPassengers,S1,GPT55,1,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-GPT55-Run2,Part2-AirPassengers-S1-Base-GPT55-Run2,AirPassengers,S1,GPT55,2,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-GPT55-Run3,Part2-AirPassengers-S1-Base-GPT55-Run3,AirPassengers,S1,GPT55,3,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-Grok43-Run2,Part2-AirPassengers-S1-Base-Grok43-Run2,AirPassengers,S1,Grok43,2,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-Grok43-Run3,Part2-AirPassengers-S1-Base-Grok43-Run3,AirPassengers,S1,Grok43,3,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-KimiK26-Run1,Part2-AirPassengers-S1-Base-KimiK26-Run1,AirPassengers,S1,KimiK26,1,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-KimiK26-Run2,Part2-AirPassengers-S1-Base-KimiK26-Run2,AirPassengers,S1,KimiK26,2,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S1-ChalML-KimiK26-Run3,Part2-AirPassengers-S1-Base-KimiK26-Run3,AirPassengers,S1,KimiK26,3,ChalML,Base,squared_error,0,29,9706.610142560707,3.492758286710579,0.00047805902268639153,False
Part2-AirPassengers-S2-ChalDL-ClaudeOpus47-Run1,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run1,AirPassengers,S2,ClaudeOpus47,1,ChalDL,Base,squared_error,0,29,2192.2382473968937,3.466830729913243,0.0005266334166810383,False
Part2-AirPassengers-S2-ChalDL-ClaudeOpus47-Run2,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run2,AirPassengers,S2,ClaudeOpus47,2,ChalDL,Base,squared_error,0,29,2511.7151898104444,4.642674764075729,3.439275110960603e-06,False
Part2-AirPassengers-S2-ChalDL-ClaudeOpus47-Run3,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run3,AirPassengers,S2,ClaudeOpus47,3,ChalDL,Base,squared_error,0,29,1452.8258129891276,3.7460194582798,0.0001796626616004712,False
Part2-AirPassengers-S2-ChalDL-DeepSeekV4Pro-Run2,Part2-AirPassengers-S2-Base-DeepSeekV4Pro-Run2,AirPassengers,S2,DeepSeekV4Pro,2,ChalDL,Base,squared_error,0,29,166899.8584684111,13.654004355957822,1.910831414008011e-42,False
Part2-AirPassengers-S2-ChalDL-Gemini31Pro-Run1,Part2-AirPassengers-S2-Base-Gemini31Pro-Run1,AirPassengers,S2,Gemini31Pro,1,ChalDL,Base,squared_error,0,29,169522.35986360704,13.580653151908919,5.215922317281599e-42,False
Part2-AirPassengers-S2-ChalDL-Gemini31Pro-Run2,Part2-AirPassengers-S2-Base-Gemini31Pro-Run2,AirPassengers,S2,Gemini31Pro,2,ChalDL,Base,squared_error,0,29,169522.35986360704,13.580653151908919,5.215922317281599e-42,False
Part2-AirPassengers-S2-ChalDL-Gemini31Pro-Run3,Part2-AirPassengers-S2-Base-Gemini31Pro-Run3,AirPassengers,S2,Gemini31Pro,3,ChalDL,Base,squared_error,0,29,167405.6078243683,13.61055900832491,3.4658267273775354e-42,False
Part2-AirPassengers-S2-ChalDL-GPT55-Run1,Part2-AirPassengers-S2-Base-GPT55-Run1,AirPassengers,S2,GPT55,1,ChalDL,Base,squared_error,0,29,169555.676916254,13.73865871233309,5.956915347474899e-43,False
Part2-AirPassengers-S2-ChalDL-GPT55-Run2,Part2-AirPassengers-S2-Base-GPT55-Run2,AirPassengers,S2,GPT55,2,ChalDL,Base,squared_error,0,29,169555.676916254,13.73865871233309,5.956915347474899e-43,False
Part2-AirPassengers-S2-ChalDL-GPT55-Run3,Part2-AirPassengers-S2-Base-GPT55-Run3,AirPassengers,S2,GPT55,3,ChalDL,Base,squared_error,0,29,169555.676916254,13.73865871233309,5.956915347474899e-43,False
Part2-AirPassengers-S2-ChalDL-Grok43-Run1,Part2-AirPassengers-S2-Base-Grok43-Run1,AirPassengers,S2,Grok43,1,ChalDL,Base,squared_error,0,29,166899.8584684111,13.654004355957822,1.910831414008011e-42,False
Part2-AirPassengers-S2-ChalDL-Grok43-Run2,Part2-AirPassengers-S2-Base-Grok43-Run2,AirPassengers,S2,Grok43,2,ChalDL,Base,squared_error,0,29,166899.8584684111,13.654004355957822,1.910831414008011e-42,False
Part2-AirPassengers-S2-ChalDL-Grok43-Run3,Part2-AirPassengers-S2-Base-Grok43-Run3,AirPassengers,S2,Grok43,3,ChalDL,Base,squared_error,0,29,166899.8584684111,13.654004355957822,1.910831414008011e-42,False
Part2-AirPassengers-S2-ChalDL-KimiK26-Run1,Part2-AirPassengers-S2-Base-KimiK26-Run1,AirPassengers,S2,KimiK26,1,ChalDL,Base,squared_error,0,29,167186.13554259232,13.655369305078969,1.875361746898627e-42,False
Part2-AirPassengers-S2-ChalDL-KimiK26-Run2,Part2-AirPassengers-S2-Base-KimiK26-Run2,AirPassengers,S2,KimiK26,2,ChalDL,Base,squared_error,0,29,167186.13554259232,13.655369305078969,1.875361746898627e-42,False
Part2-AirPassengers-S2-ChalDL-KimiK26-Run3,Part2-AirPassengers-S2-Base-KimiK26-Run3,AirPassengers,S2,KimiK26,3,ChalDL,Base,squared_error,0,29,167120.55432732304,13.741280306585056,5.74507710284118e-43,False
Part2-AirPassengers-S2-ChalML-ClaudeOpus47-Run1,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run1,AirPassengers,S2,ClaudeOpus47,1,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-ClaudeOpus47-Run2,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run2,AirPassengers,S2,ClaudeOpus47,2,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-ClaudeOpus47-Run3,Part2-AirPassengers-S2-Base-ClaudeOpus47-Run3,AirPassengers,S2,ClaudeOpus47,3,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-DeepSeekV4Pro-Run2,Part2-AirPassengers-S2-Base-DeepSeekV4Pro-Run2,AirPassengers,S2,DeepSeekV4Pro,2,ChalML,Base,squared_error,0,29,1110.385058385377,3.7149802878613793,0.00020321953578089267,False
Part2-AirPassengers-S2-ChalML-Gemini31Pro-Run1,Part2-AirPassengers-S2-Base-Gemini31Pro-Run1,AirPassengers,S2,Gemini31Pro,1,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-Gemini31Pro-Run2,Part2-AirPassengers-S2-Base-Gemini31Pro-Run2,AirPassengers,S2,Gemini31Pro,2,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-Gemini31Pro-Run3,Part2-AirPassengers-S2-Base-Gemini31Pro-Run3,AirPassengers,S2,Gemini31Pro,3,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-GPT55-Run1,Part2-AirPassengers-S2-Base-GPT55-Run1,AirPassengers,S2,GPT55,1,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-GPT55-Run2,Part2-AirPassengers-S2-Base-GPT55-Run2,AirPassengers,S2,GPT55,2,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-GPT55-Run3,Part2-AirPassengers-S2-Base-GPT55-Run3,AirPassengers,S2,GPT55,3,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-Grok43-Run1,Part2-AirPassengers-S2-Base-Grok43-Run1,AirPassengers,S2,Grok43,1,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-Grok43-Run2,Part2-AirPassengers-S2-Base-Grok43-Run2,AirPassengers,S2,Grok43,2,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-Grok43-Run3,Part2-AirPassengers-S2-Base-Grok43-Run3,AirPassengers,S2,Grok43,3,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-KimiK26-Run1,Part2-AirPassengers-S2-Base-KimiK26-Run1,AirPassengers,S2,KimiK26,1,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S2-ChalML-KimiK26-Run2,Part2-AirPassengers-S2-Base-KimiK26-Run2,AirPassengers,S2,KimiK26,2,ChalML,Base,squared_error,0,29,1397.6451311819455,3.723026002859727,0.00019684923945252242,False
Part2-AirPassengers-S2-ChalML-KimiK26-Run3,Part2-AirPassengers-S2-Base-KimiK26-Run3,AirPassengers,S2,KimiK26,3,ChalML,Base,squared_error,0,29,1110.3850481474074,3.7149804240107307,0.00020321942636273438,False
Part2-AirPassengers-S3-ChalDL-ClaudeOpus47-Run3,Part2-AirPassengers-S3-Base-ClaudeOpus47-Run3,AirPassengers,S3,ClaudeOpus47,3,ChalDL,Base,squared_error,11,29,1251.0799105664646,6.97240351841772,3.1157133509011185e-12,False
Part2-AirPassengers-S3-ChalDL-DeepSeekV4Pro-Run3,Part2-AirPassengers-S3-Base-DeepSeekV4Pro-Run3,AirPassengers,S3,DeepSeekV4Pro,3,ChalDL,Base,squared_error,11,29,1369.8752564931951,3.182157633057661,0.001461822326531613,False
Part2-AirPassengers-S3-ChalDL-GPT55-Run1,Part2-AirPassengers-S3-Base-GPT55-Run1,AirPassengers,S3,GPT55,1,ChalDL,Base,squared_error,11,29,2927.1944591287856,7.746207991439605,9.46773828160599e-15,False
Part2-AirPassengers-S3-ChalDL-GPT55-Run2,Part2-AirPassengers-S3-Base-GPT55-Run2,AirPassengers,S3,GPT55,2,ChalDL,Base,squared_error,11,29,2230.0665289270314,8.15173083823074,3.587520863713202e-16,False
Part2-AirPassengers-S3-ChalDL-GPT55-Run3,Part2-AirPassengers-S3-Base-GPT55-Run3,AirPassengers,S3,GPT55,3,ChalDL,Base,squared_error,11,29,2919.8945469469722,7.721179326378322,1.1525825947991842e-14,False
Part2-AirPassengers-S3-ChalDL-Grok43-Run1,Part2-AirPassengers-S3-Base-Grok43-Run1,AirPassengers,S3,Grok43,1,ChalDL,Base,squared_error,11,29,3285.8672012395264,8.123800088540376,4.518097195701504e-16,False
Part2-AirPassengers-S3-ChalDL-Grok43-Run2,Part2-AirPassengers-S3-Base-Grok43-Run2,AirPassengers,S3,Grok43,2,ChalDL,Base,squared_error,11,29,2888.2243798041927,7.202100297190003,5.929205085148041e-13,False
Part2-AirPassengers-S3-ChalDL-Grok43-Run3,Part2-AirPassengers-S3-Base-Grok43-Run3,AirPassengers,S3,Grok43,3,ChalDL,Base,squared_error,11,29,5257.23457144488,5.645220733336616,1.6496945274299313e-08,False
Part2-AirPassengers-S3-ChalML-ClaudeOpus47-Run3,Part2-AirPassengers-S3-Base-ClaudeOpus47-Run3,AirPassengers,S3,ClaudeOpus47,3,ChalML,Base,squared_error,11,29,888.8607714390557,8.949504016621903,3.570831476371143e-19,False
Part2-AirPassengers-S3-ChalML-DeepSeekV4Pro-Run2,Part2-AirPassengers-S3-Base-DeepSeekV4Pro-Run2,AirPassengers,S3,DeepSeekV4Pro,2,ChalML,Base,squared_error,11,29,892.6557151559666,7.451240681041718,9.246649665274289e-14,False
Part2-AirPassengers-S3-ChalML-DeepSeekV4Pro-Run3,Part2-AirPassengers-S3-Base-DeepSeekV4Pro-Run3,AirPassengers,S3,DeepSeekV4Pro,3,ChalML,Base,squared_error,11,29,896.1606836208689,9.006345599027366,2.1303704763903845e-19,False
Part2-AirPassengers-S3-ChalML-GPT55-Run1,Part2-AirPassengers-S3-Base-GPT55-Run1,AirPassengers,S3,GPT55,1,ChalML,Base,squared_error,11,29,896.1606836208689,9.006345599027366,2.1303704763903845e-19,False
Part2-AirPassengers-S3-ChalML-GPT55-Run2,Part2-AirPassengers-S3-Base-GPT55-Run2,AirPassengers,S3,GPT55,2,ChalML,Base,squared_error,11,29,885.3558029741531,7.3308698772445045,2.286636048644801e-13,False
Part2-AirPassengers-S3-ChalML-GPT55-Run3,Part2-AirPassengers-S3-Base-GPT55-Run3,AirPassengers,S3,GPT55,3,ChalML,Base,squared_error,11,29,885.3558029741531,7.3308698772445045,2.286636048644801e-13,False
Part2-AirPassengers-S3-ChalML-Grok43-Run1,Part2-AirPassengers-S3-Base-Grok43-Run1,AirPassengers,S3,Grok43,1,ChalML,Base,squared_error,11,29,896.1606836208689,9.006345599027366,2.1303704763903845e-19,False
Part2-AirPassengers-S3-ChalML-Grok43-Run2,Part2-AirPassengers-S3-Base-Grok43-Run2,AirPassengers,S3,Grok43,2,ChalML,Base,squared_error,11,29,896.1606836208689,9.006345599027366,2.1303704763903845e-19,False
Part2-AirPassengers-S3-ChalML-Grok43-Run3,Part2-AirPassengers-S3-Base-Grok43-Run3,AirPassengers,S3,Grok43,3,ChalML,Base,squared_error,11,29,896.1606836208689,9.006345599027366,2.1303704763903845e-19,False
Part2-AirPassengers-S3-ChalML-KimiK26-Run2,Part2-AirPassengers-S3-Base-KimiK26-Run2,AirPassengers,S3,KimiK26,2,ChalML,Base,squared_error,11,29,16874.554321543128,4.223505736096573,2.405312457680606e-05,False
Part2-AirPassengers-S3-ChalML-KimiK26-Run3,Part2-AirPassengers-S3-Base-KimiK26-Run3,AirPassengers,S3,KimiK26,3,ChalML,Base,squared_error,11,29,-1100.1724137931035,-1.2503337767813096,0.2111776447202457,False
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run1,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run1,AirPassengers,S4,ClaudeOpus47,1,ChalDL,Base,squared_error,11,29,5847.064211216283,4.608939482609796,4.047281066093752e-06,False
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run2,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run2,AirPassengers,S4,ClaudeOpus47,2,ChalDL,Base,squared_error,11,29,7241.862626815682,4.335182075343104,1.456395244087874e-05,False
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run3,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run3,AirPassengers,S4,ClaudeOpus47,3,ChalDL,Base,squared_error,11,29,6010.929831624361,3.151568747483654,0.0016239592831242178,False
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run1,Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run1,AirPassengers,S4,DeepSeekV4Pro,1,ChalDL,Base,squared_error,11,29,182696.56572051116,10.584780714749595,3.5060071449644734e-26,False
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run2,Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run2,AirPassengers,S4,DeepSeekV4Pro,2,ChalDL,Base,squared_error,11,29,6188.2546018828325,5.618552281177364,1.925641292339153e-08,False
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run3,Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run3,AirPassengers,S4,DeepSeekV4Pro,3,ChalDL,Base,squared_error,11,29,182696.56572051116,10.584780714749595,3.5060071449644734e-26,False
Part2-AirPassengers-S4-ChalDL-Gemini31Pro-Run1,Part2-AirPassengers-S4-Base-Gemini31Pro-Run1,AirPassengers,S4,Gemini31Pro,1,ChalDL,Base,squared_error,11,29,183275.18852320616,10.593649338962344,3.1891131009394885e-26,False
Part2-AirPassengers-S4-ChalDL-Gemini31Pro-Run3,Part2-AirPassengers-S4-Base-Gemini31Pro-Run3,AirPassengers,S4,Gemini31Pro,3,ChalDL,Base,squared_error,11,29,6188.253634184993,5.618551747910185,1.9256472346216275e-08,False
Part2-AirPassengers-S4-ChalDL-GPT55-Run1,Part2-AirPassengers-S4-Base-GPT55-Run1,AirPassengers,S4,GPT55,1,ChalDL,Base,squared_error,11,29,183275.18852320616,10.593649338962344,3.1891131009394885e-26,False
Part2-AirPassengers-S4-ChalDL-GPT55-Run2,Part2-AirPassengers-S4-Base-GPT55-Run2,AirPassengers,S4,GPT55,2,ChalDL,Base,squared_error,11,29,183275.18852320616,10.593649338962344,3.1891131009394885e-26,False
Part2-AirPassengers-S4-ChalDL-GPT55-Run3,Part2-AirPassengers-S4-Base-GPT55-Run3,AirPassengers,S4,GPT55,3,ChalDL,Base,squared_error,11,29,183275.18852320616,10.593649338962344,3.1891131009394885e-26,False
Part2-AirPassengers-S4-ChalDL-Grok43-Run1,Part2-AirPassengers-S4-Base-Grok43-Run1,AirPassengers,S4,Grok43,1,ChalDL,Base,squared_error,11,29,182696.56572051116,10.584780714749595,3.5060071449644734e-26,False
Part2-AirPassengers-S4-ChalDL-Grok43-Run2,Part2-AirPassengers-S4-Base-Grok43-Run2,AirPassengers,S4,Grok43,2,ChalDL,Base,squared_error,11,29,182696.56572051116,10.584780714749595,3.5060071449644734e-26,False
Part2-AirPassengers-S4-ChalDL-Grok43-Run3,Part2-AirPassengers-S4-Base-Grok43-Run3,AirPassengers,S4,Grok43,3,ChalDL,Base,squared_error,11,29,182696.56572051116,10.584780714749595,3.5060071449644734e-26,False
Part2-AirPassengers-S4-ChalDL-KimiK26-Run3,Part2-AirPassengers-S4-Base-KimiK26-Run3,AirPassengers,S4,KimiK26,3,ChalDL,Base,squared_error,11,29,3593.5172413793102,3.0381463752702333,0.0023803830001954364,False
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run1,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run1,AirPassengers,S4,ClaudeOpus47,1,ChalML,Base,squared_error,11,29,6035.120768193246,4.221560615759399,2.4261669086190255e-05,False
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run2,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run2,AirPassengers,S4,ClaudeOpus47,2,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run3,Part2-AirPassengers-S4-Base-ClaudeOpus47-Run3,AirPassengers,S4,ClaudeOpus47,3,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-DeepSeekV4Pro-Run1,Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run1,AirPassengers,S4,DeepSeekV4Pro,1,ChalML,Base,squared_error,11,29,6035.120768193246,4.221560615759399,2.4261669086190255e-05,False
Part2-AirPassengers-S4-ChalML-DeepSeekV4Pro-Run2,Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run2,AirPassengers,S4,DeepSeekV4Pro,2,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-Gemini31Pro-Run1,Part2-AirPassengers-S4-Base-Gemini31Pro-Run1,AirPassengers,S4,Gemini31Pro,1,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-Gemini31Pro-Run2,Part2-AirPassengers-S4-Base-Gemini31Pro-Run2,AirPassengers,S4,Gemini31Pro,2,ChalML,Base,squared_error,11,29,6035.120768193246,4.221560615759399,2.4261669086190255e-05,False
Part2-AirPassengers-S4-ChalML-Gemini31Pro-Run3,Part2-AirPassengers-S4-Base-Gemini31Pro-Run3,AirPassengers,S4,Gemini31Pro,3,ChalML,Base,squared_error,11,29,6035.120768193246,4.221560615759399,2.4261669086190255e-05,False
Part2-AirPassengers-S4-ChalML-GPT55-Run1,Part2-AirPassengers-S4-Base-GPT55-Run1,AirPassengers,S4,GPT55,1,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-GPT55-Run2,Part2-AirPassengers-S4-Base-GPT55-Run2,AirPassengers,S4,GPT55,2,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-GPT55-Run3,Part2-AirPassengers-S4-Base-GPT55-Run3,AirPassengers,S4,GPT55,3,ChalML,Base,squared_error,11,29,7201.8047799041115,4.039360416863935,5.359715269579093e-05,False
Part2-AirPassengers-S4-ChalML-Grok43-Run2,Part2-AirPassengers-S4-Base-Grok43-Run2,AirPassengers,S4,Grok43,2,ChalML,Base,squared_error,11,29,6135.289872985566,4.734924442374699,2.1913672081780742e-06,False
Part2-AirPassengers-S4-ChalML-Grok43-Run3,Part2-AirPassengers-S4-Base-Grok43-Run3,AirPassengers,S4,Grok43,3,ChalML,Base,squared_error,11,29,6035.120768193246,4.221560615759399,2.4261669086190255e-05,False
