file_id,dataset,scenario,branch,llm_version,run_id,part0_model,loss,lag,n,mean_loss_diff,statistic,p_value,significant_win,significant_loss,part2_better_than_part0,fdr_p_value
Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run1,AirPassengers,S1,Base,DeepSeekV4Pro,1,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run2,AirPassengers,S1,Base,DeepSeekV4Pro,2,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run2,AirPassengers,S1,Base,DeepSeekV4Pro,2,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-DeepSeekV4Pro-Run2,AirPassengers,S1,Base,DeepSeekV4Pro,2,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-Gemini31Pro-Run1,AirPassengers,S1,Base,Gemini31Pro,1,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-Gemini31Pro-Run1,AirPassengers,S1,Base,Gemini31Pro,1,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-Gemini31Pro-Run1,AirPassengers,S1,Base,Gemini31Pro,1,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-Gemini31Pro-Run2,AirPassengers,S1,Base,Gemini31Pro,2,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-Gemini31Pro-Run2,AirPassengers,S1,Base,Gemini31Pro,2,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-Gemini31Pro-Run2,AirPassengers,S1,Base,Gemini31Pro,2,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-Gemini31Pro-Run3,AirPassengers,S1,Base,Gemini31Pro,3,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-Gemini31Pro-Run3,AirPassengers,S1,Base,Gemini31Pro,3,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-Gemini31Pro-Run3,AirPassengers,S1,Base,Gemini31Pro,3,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-GPT55-Run1,AirPassengers,S1,Base,GPT55,1,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-GPT55-Run1,AirPassengers,S1,Base,GPT55,1,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-GPT55-Run1,AirPassengers,S1,Base,GPT55,1,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-GPT55-Run2,AirPassengers,S1,Base,GPT55,2,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-GPT55-Run2,AirPassengers,S1,Base,GPT55,2,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-GPT55-Run2,AirPassengers,S1,Base,GPT55,2,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-GPT55-Run3,AirPassengers,S1,Base,GPT55,3,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-GPT55-Run3,AirPassengers,S1,Base,GPT55,3,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-GPT55-Run3,AirPassengers,S1,Base,GPT55,3,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-Grok43-Run2,AirPassengers,S1,Base,Grok43,2,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-Grok43-Run2,AirPassengers,S1,Base,Grok43,2,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-Grok43-Run2,AirPassengers,S1,Base,Grok43,2,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-Grok43-Run3,AirPassengers,S1,Base,Grok43,3,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-Grok43-Run3,AirPassengers,S1,Base,Grok43,3,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-Grok43-Run3,AirPassengers,S1,Base,Grok43,3,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-KimiK26-Run1,AirPassengers,S1,Base,KimiK26,1,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-KimiK26-Run1,AirPassengers,S1,Base,KimiK26,1,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-KimiK26-Run1,AirPassengers,S1,Base,KimiK26,1,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-KimiK26-Run2,AirPassengers,S1,Base,KimiK26,2,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-KimiK26-Run2,AirPassengers,S1,Base,KimiK26,2,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-KimiK26-Run2,AirPassengers,S1,Base,KimiK26,2,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-Base-KimiK26-Run3,AirPassengers,S1,Base,KimiK26,3,Naive (Flat),squared_error,0,29,-7995.894221467132,-5.288572289206628,1.232747694386751e-07,True,False,True,3.7615210066363786e-07
Part2-AirPassengers-S1-Base-KimiK26-Run3,AirPassengers,S1,Base,KimiK26,3,Naive (Seasonal),squared_error,0,29,-4982.101118018858,-5.833876516620262,5.415420567521844e-09,True,False,True,1.837579283482571e-08
Part2-AirPassengers-S1-Base-KimiK26-Run3,AirPassengers,S1,Base,KimiK26,3,Auto-ARIMA,squared_error,0,29,-552.7669587429968,-3.114445290691641,0.0018429112992301379,True,False,True,0.0031668871897905476
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run1,AirPassengers,S1,ChalDL,ClaudeOpus47,1,Naive (Flat),squared_error,0,29,3566.154176330047,0.942000366671575,0.3461924521827442,False,False,False,0.41403791784896005
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run1,AirPassengers,S1,ChalDL,ClaudeOpus47,1,Naive (Seasonal),squared_error,0,29,6579.947279778323,2.440745558398478,0.014656977515277763,False,True,False,0.023199653759389358
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run1,AirPassengers,S1,ChalDL,ClaudeOpus47,1,Auto-ARIMA,squared_error,0,29,11009.28143905418,3.5833797479587512,0.0003391769478306522,False,True,False,0.000692594149196179
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run2,AirPassengers,S1,ChalDL,ClaudeOpus47,2,Naive (Flat),squared_error,0,29,2765.1223700189744,0.9333141892787288,0.3506577711047201,False,False,False,0.41786749513389004
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run2,AirPassengers,S1,ChalDL,ClaudeOpus47,2,Naive (Seasonal),squared_error,0,29,5778.915473467251,3.432436945923134,0.0005981829601066442,False,True,False,0.0011651500618582087
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run2,AirPassengers,S1,ChalDL,ClaudeOpus47,2,Auto-ARIMA,squared_error,0,29,10208.249632743109,4.941513734764036,7.75183544914261e-07,False,True,False,2.252115081454401e-06
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run3,AirPassengers,S1,ChalDL,ClaudeOpus47,3,Naive (Flat),squared_error,0,29,788.5147470023672,0.24452549230488177,0.8068238610828286,False,False,False,0.825336072044576
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run3,AirPassengers,S1,ChalDL,ClaudeOpus47,3,Naive (Seasonal),squared_error,0,29,3802.307850450643,1.7136985730212324,0.08658409912478476,False,False,False,0.1200064586315022
Part2-AirPassengers-S1-ChalDL-ClaudeOpus47-Run3,AirPassengers,S1,ChalDL,ClaudeOpus47,3,Auto-ARIMA,squared_error,0,29,8231.642009726504,3.239083464879498,0.0011991447669794997,False,True,False,0.002194557982898628
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalDL,DeepSeekV4Pro,1,Naive (Flat),squared_error,0,29,167333.89868044175,12.458249566353286,1.2610824141916617e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalDL,DeepSeekV4Pro,1,Naive (Seasonal),squared_error,0,29,170347.69178389004,14.148847155558167,1.8984398321884077e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalDL,DeepSeekV4Pro,1,Auto-ARIMA,squared_error,0,29,174777.0259431659,13.97198425273156,2.310971592279476e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalDL,DeepSeekV4Pro,2,Naive (Flat),squared_error,0,29,168124.70502368058,12.491269679397481,8.331333689031043e-36,False,True,False,8.626961658641821e-35
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalDL,DeepSeekV4Pro,2,Naive (Seasonal),squared_error,0,29,171138.49812712884,14.182001981900264,1.184194074250455e-45,False,True,False,3.221409303681323e-44
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalDL,DeepSeekV4Pro,2,Auto-ARIMA,squared_error,0,29,175567.83228640477,14.00422633221438,1.4687041052261307e-44,False,True,False,3.2739862345665834e-43
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalDL,DeepSeekV4Pro,3,Naive (Flat),squared_error,0,29,167332.49517766738,12.45819093917142,1.262009697775502e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalDL,DeepSeekV4Pro,3,Naive (Seasonal),squared_error,0,29,170346.28828111567,14.148788306740268,1.9000290353494456e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalDL,DeepSeekV4Pro,3,Auto-ARIMA,squared_error,0,29,174775.62244039148,13.971927012149937,2.3128299413645553e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run1,AirPassengers,S1,ChalDL,Gemini31Pro,1,Naive (Flat),squared_error,0,29,168124.70502368058,12.491269679397481,8.331333689031043e-36,False,True,False,8.626961658641821e-35
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run1,AirPassengers,S1,ChalDL,Gemini31Pro,1,Naive (Seasonal),squared_error,0,29,171138.49812712884,14.182001981900264,1.184194074250455e-45,False,True,False,3.221409303681323e-44
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run1,AirPassengers,S1,ChalDL,Gemini31Pro,1,Auto-ARIMA,squared_error,0,29,175567.83228640477,14.00422633221438,1.4687041052261307e-44,False,True,False,3.2739862345665834e-43
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run2,AirPassengers,S1,ChalDL,Gemini31Pro,2,Naive (Flat),squared_error,0,29,168124.70502368058,12.491269679397481,8.331333689031043e-36,False,True,False,8.626961658641821e-35
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run2,AirPassengers,S1,ChalDL,Gemini31Pro,2,Naive (Seasonal),squared_error,0,29,171138.49812712884,14.182001981900264,1.184194074250455e-45,False,True,False,3.221409303681323e-44
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run2,AirPassengers,S1,ChalDL,Gemini31Pro,2,Auto-ARIMA,squared_error,0,29,175567.83228640477,14.00422633221438,1.4687041052261307e-44,False,True,False,3.2739862345665834e-43
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run3,AirPassengers,S1,ChalDL,Gemini31Pro,3,Naive (Flat),squared_error,0,29,168124.70502368058,12.491269679397481,8.331333689031043e-36,False,True,False,8.626961658641821e-35
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run3,AirPassengers,S1,ChalDL,Gemini31Pro,3,Naive (Seasonal),squared_error,0,29,171138.49812712884,14.182001981900264,1.184194074250455e-45,False,True,False,3.221409303681323e-44
Part2-AirPassengers-S1-ChalDL-Gemini31Pro-Run3,AirPassengers,S1,ChalDL,Gemini31Pro,3,Auto-ARIMA,squared_error,0,29,175567.83228640477,14.00422633221438,1.4687041052261307e-44,False,True,False,3.2739862345665834e-43
Part2-AirPassengers-S1-ChalDL-GPT55-Run1,AirPassengers,S1,ChalDL,GPT55,1,Naive (Flat),squared_error,0,29,167333.89868044175,12.458249566353286,1.2610824141916617e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-GPT55-Run1,AirPassengers,S1,ChalDL,GPT55,1,Naive (Seasonal),squared_error,0,29,170347.69178389004,14.148847155558167,1.8984398321884077e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-GPT55-Run1,AirPassengers,S1,ChalDL,GPT55,1,Auto-ARIMA,squared_error,0,29,174777.0259431659,13.97198425273156,2.310971592279476e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-GPT55-Run3,AirPassengers,S1,ChalDL,GPT55,3,Naive (Flat),squared_error,0,29,167309.62096516535,12.457234694110747,1.2772302617544403e-35,False,True,False,1.2576408405618875e-34
Part2-AirPassengers-S1-ChalDL-GPT55-Run3,AirPassengers,S1,ChalDL,GPT55,3,Naive (Seasonal),squared_error,0,29,170323.41406861358,14.147828153887195,1.9261456008783616e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-GPT55-Run3,AirPassengers,S1,ChalDL,GPT55,3,Auto-ARIMA,squared_error,0,29,174752.74822788947,13.970993353541255,2.3433524851008616e-44,False,True,False,4.701350923233604e-43
Part2-AirPassengers-S1-ChalDL-Grok43-Run1,AirPassengers,S1,ChalDL,Grok43,1,Naive (Flat),squared_error,0,29,168124.70502368058,12.491269679397481,8.331333689031043e-36,False,True,False,8.626961658641821e-35
Part2-AirPassengers-S1-ChalDL-Grok43-Run1,AirPassengers,S1,ChalDL,Grok43,1,Naive (Seasonal),squared_error,0,29,171138.49812712884,14.182001981900264,1.184194074250455e-45,False,True,False,3.221409303681323e-44
Part2-AirPassengers-S1-ChalDL-Grok43-Run1,AirPassengers,S1,ChalDL,Grok43,1,Auto-ARIMA,squared_error,0,29,175567.83228640477,14.00422633221438,1.4687041052261307e-44,False,True,False,3.2739862345665834e-43
Part2-AirPassengers-S1-ChalDL-Grok43-Run2,AirPassengers,S1,ChalDL,Grok43,2,Naive (Flat),squared_error,0,29,167333.89868044175,12.458249566353286,1.2610824141916617e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-Grok43-Run2,AirPassengers,S1,ChalDL,Grok43,2,Naive (Seasonal),squared_error,0,29,170347.69178389004,14.148847155558167,1.8984398321884077e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-Grok43-Run2,AirPassengers,S1,ChalDL,Grok43,2,Auto-ARIMA,squared_error,0,29,174777.0259431659,13.97198425273156,2.310971592279476e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-KimiK26-Run1,AirPassengers,S1,ChalDL,KimiK26,1,Naive (Flat),squared_error,0,29,167333.89868044175,12.458249566353286,1.2610824141916617e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-KimiK26-Run1,AirPassengers,S1,ChalDL,KimiK26,1,Naive (Seasonal),squared_error,0,29,170347.69178389004,14.148847155558167,1.8984398321884077e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-KimiK26-Run1,AirPassengers,S1,ChalDL,KimiK26,1,Auto-ARIMA,squared_error,0,29,174777.0259431659,13.97198425273156,2.310971592279476e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-KimiK26-Run2,AirPassengers,S1,ChalDL,KimiK26,2,Naive (Flat),squared_error,0,29,167333.89868044175,12.458249566353286,1.2610824141916617e-35,False,True,False,1.2503244227960993e-34
Part2-AirPassengers-S1-ChalDL-KimiK26-Run2,AirPassengers,S1,ChalDL,KimiK26,2,Naive (Seasonal),squared_error,0,29,170347.69178389004,14.148847155558167,1.8984398321884077e-45,False,True,False,4.614124909566821e-44
Part2-AirPassengers-S1-ChalDL-KimiK26-Run2,AirPassengers,S1,ChalDL,KimiK26,2,Auto-ARIMA,squared_error,0,29,174777.0259431659,13.97198425273156,2.310971592279476e-44,False,True,False,4.698850703658368e-43
Part2-AirPassengers-S1-ChalDL-KimiK26-Run3,AirPassengers,S1,ChalDL,KimiK26,3,Naive (Flat),squared_error,0,29,167791.2865778788,12.47735732643023,9.922553040125789e-36,False,True,False,1.0208780531667878e-34
Part2-AirPassengers-S1-ChalDL-KimiK26-Run3,AirPassengers,S1,ChalDL,KimiK26,3,Naive (Seasonal),squared_error,0,29,170805.07968132704,14.168032999282097,1.4449126957249826e-45,False,True,False,3.8651414610643283e-44
Part2-AirPassengers-S1-ChalDL-KimiK26-Run3,AirPassengers,S1,ChalDL,KimiK26,3,Auto-ARIMA,squared_error,0,29,175234.41384060285,13.99064138703504,1.7780116519034342e-44,False,True,False,3.9091900017876875e-43
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run1,AirPassengers,S1,ChalML,ClaudeOpus47,1,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run1,AirPassengers,S1,ChalML,ClaudeOpus47,1,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run1,AirPassengers,S1,ChalML,ClaudeOpus47,1,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run2,AirPassengers,S1,ChalML,ClaudeOpus47,2,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run2,AirPassengers,S1,ChalML,ClaudeOpus47,2,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run2,AirPassengers,S1,ChalML,ClaudeOpus47,2,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run3,AirPassengers,S1,ChalML,ClaudeOpus47,3,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run3,AirPassengers,S1,ChalML,ClaudeOpus47,3,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-ClaudeOpus47-Run3,AirPassengers,S1,ChalML,ClaudeOpus47,3,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalML,DeepSeekV4Pro,1,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalML,DeepSeekV4Pro,1,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run1,AirPassengers,S1,ChalML,DeepSeekV4Pro,1,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalML,DeepSeekV4Pro,2,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalML,DeepSeekV4Pro,2,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run2,AirPassengers,S1,ChalML,DeepSeekV4Pro,2,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalML,DeepSeekV4Pro,3,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalML,DeepSeekV4Pro,3,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
Part2-AirPassengers-S1-ChalML-DeepSeekV4Pro-Run3,AirPassengers,S1,ChalML,DeepSeekV4Pro,3,Auto-ARIMA,squared_error,0,29,9153.843183817708,3.4114492586694176,0.0006461852694400286,False,True,False,0.0012172856308113214
Part2-AirPassengers-S1-ChalML-Gemini31Pro-Run1,AirPassengers,S1,ChalML,Gemini31Pro,1,Naive (Flat),squared_error,0,29,1710.7159210935738,0.5077418884347464,0.6116343680263823,False,False,False,0.668714687113313
Part2-AirPassengers-S1-ChalML-Gemini31Pro-Run1,AirPassengers,S1,ChalML,Gemini31Pro,1,Naive (Seasonal),squared_error,0,29,4724.509024541848,2.004743384227149,0.04499048790126348,False,False,False,0.0658247338938267
