dataset,scenario,challenger_branch,n_pairs,mae_base_count,mae_base_mean,mae_base_std,mae_base_median,mae_base_q1,mae_base_q3,mae_base_iqr,mae_base_ci95_low,mae_base_ci95_high,mae_challenger_count,mae_challenger_mean,mae_challenger_std,mae_challenger_median,mae_challenger_q1,mae_challenger_q3,mae_challenger_iqr,mae_challenger_ci95_low,mae_challenger_ci95_high,mae_difference_count,mae_difference_mean,mae_difference_std,mae_difference_median,mae_difference_q1,mae_difference_q3,mae_difference_iqr,mae_difference_ci95_low,mae_difference_ci95_high,mae_mean_difference,mae_median_difference,mae_challenger_better_by_mean,rmse_base_count,rmse_base_mean,rmse_base_std,rmse_base_median,rmse_base_q1,rmse_base_q3,rmse_base_iqr,rmse_base_ci95_low,rmse_base_ci95_high,rmse_challenger_count,rmse_challenger_mean,rmse_challenger_std,rmse_challenger_median,rmse_challenger_q1,rmse_challenger_q3,rmse_challenger_iqr,rmse_challenger_ci95_low,rmse_challenger_ci95_high,rmse_difference_count,rmse_difference_mean,rmse_difference_std,rmse_difference_median,rmse_difference_q1,rmse_difference_q3,rmse_difference_iqr,rmse_difference_ci95_low,rmse_difference_ci95_high,rmse_mean_difference,rmse_median_difference,rmse_challenger_better_by_mean,smape_base_count,smape_base_mean,smape_base_std,smape_base_median,smape_base_q1,smape_base_q3,smape_base_iqr,smape_base_ci95_low,smape_base_ci95_high,smape_challenger_count,smape_challenger_mean,smape_challenger_std,smape_challenger_median,smape_challenger_q1,smape_challenger_q3,smape_challenger_iqr,smape_challenger_ci95_low,smape_challenger_ci95_high,smape_difference_count,smape_difference_mean,smape_difference_std,smape_difference_median,smape_difference_q1,smape_difference_q3,smape_difference_iqr,smape_difference_ci95_low,smape_difference_ci95_high,smape_mean_difference,smape_median_difference,smape_challenger_better_by_mean,mase_base_count,mase_base_mean,mase_base_std,mase_base_median,mase_base_q1,mase_base_q3,mase_base_iqr,mase_base_ci95_low,mase_base_ci95_high,mase_challenger_count,mase_challenger_mean,mase_challenger_std,mase_challenger_median,mase_challenger_q1,mase_challenger_q3,mase_challenger_iqr,mase_challenger_ci95_low,mase_challenger_ci95_high,mase_difference_count,mase_difference_mean,mase_difference_std,mase_difference_median,mase_difference_q1,mase_difference_q3,mase_difference_iqr,mase_difference_ci95_low,mase_difference_ci95_high,mase_mean_difference,mase_median_difference,mase_challenger_better_by_mean,r2_base_count,r2_base_mean,r2_base_std,r2_base_median,r2_base_q1,r2_base_q3,r2_base_iqr,r2_base_ci95_low,r2_base_ci95_high,r2_challenger_count,r2_challenger_mean,r2_challenger_std,r2_challenger_median,r2_challenger_q1,r2_challenger_q3,r2_challenger_iqr,r2_challenger_ci95_low,r2_challenger_ci95_high,r2_difference_count,r2_difference_mean,r2_difference_std,r2_difference_median,r2_difference_q1,r2_difference_q3,r2_difference_iqr,r2_difference_ci95_low,r2_difference_ci95_high,r2_mean_difference,r2_median_difference,r2_challenger_better_by_mean
AirPassengers,S1,ChalDL,14,14,21.959840810149878,0.0,21.959840810149878,21.959840810149878,21.959840810149878,0.0,21.959840810149878,21.959840810149878,14,341.9423910894711,140.43852092796533,412.1933281339448,412.17124034618513,413.0505549661044,0.8793146199192847,268.37619499898915,415.508587179953,14,319.9825502793213,140.43852092796533,390.2334873237949,390.21139953603523,391.0907141559545,0.8793146199192847,246.41635418883934,393.5487463698032,319.9825502793213,390.2334873237949,False,14,26.039140020661698,7.373650442769571e-15,26.03914002066169,26.03914002066169,26.03914002066169,0.0,26.039140020661694,26.0391400206617,14,352.4290465028597,134.14595591578527,419.53287083960953,419.51116942398966,420.37513240523134,0.8639629812416842,282.15909754271877,422.69899546300064,14,326.38990648219794,134.14595591578527,393.4937308189478,393.47202940332795,394.33599238456964,0.8639629812416842,256.119957522057,396.6598554423389,326.38990648219794,393.4937308189478,False,14,4.892850811020417,0.0,4.892850811020417,4.892850811020417,4.892850811020417,0.0,4.892850811020417,4.892850811020417,14,142.22405797644453,66.48131170861188,175.34818468075167,175.33004396233434,176.0536879486035,0.7236439862691668,107.39901723127173,177.04909872161733,14,137.3312071654241,66.48131170861187,170.45533386973125,170.43719315131392,171.1608371375831,0.7236439862691668,102.5061664202513,172.1562479105969,137.3312071654241,170.45533386973125,False,14,0.7464896381008045,1.1521328816827454e-16,0.7464896381008044,0.7464896381008044,0.7464896381008044,0.0,0.7464896381008044,0.7464896381008046,14,11.623784251556279,4.773982724614003,14.011852408513636,14.011101569523785,14.040992462544146,0.02989089302036163,9.123019169932634,14.124549333179923,14,10.877294613455476,4.773982724614004,13.265362770412832,13.26461193142298,13.294502824443342,0.02989089302036163,8.376529531831832,13.37805969507912,10.877294613455476,13.265362770412832,False,14,0.8889281782913839,3.4563986450482363e-16,0.8889281782913843,0.8889281782913843,0.8889281782913843,0.0,0.8889281782913837,0.8889281782913842,14,-22.08399322700999,11.530046670511483,-27.83252045632804,-27.94841084916846,-27.829537686796673,0.1188731623717878,-28.123801028249453,-16.04418542577053,14,-22.972921405301378,11.530046670511483,-28.721448634619424,-28.837339027459844,-28.718465865088056,0.1188731623717878,-29.01272920654084,-16.933113604061916,-22.972921405301378,-28.721448634619424,False
AirPassengers,S2,ChalDL,16,16,11.49637137855457,0.0,11.49637137855457,11.49637137855457,11.49637137855457,0.0,11.49637137855457,11.49637137855457,16,334.7410105384629,146.53646030127229,401.9020872444942,401.5688664008831,404.5576385629588,2.9887721620756906,262.9381449908395,406.5438760860863,16,323.2446391599084,146.53646030127229,390.40571586593967,390.07249502232855,393.06126718440424,2.9887721620756906,251.44177361228498,395.0475047075318,323.2446391599084,390.40571586593967,False,16,15.014304915841558,0.0,15.014304915841558,15.014304915841558,15.014304915841558,0.0,15.014304915841558,15.014304915841558,16,342.1664374188513,146.22524454549526,409.1195090448381,408.8095984936226,412.0045985370952,3.1950000434725894,270.51606759155857,413.816807246144,16,327.15213250300974,146.2252445454953,394.10520412899655,393.7952935777811,396.99029362125367,3.1950000434725894,255.50176267571703,398.80250233030245,327.15213250300974,394.10520412899655,False,16,2.595548758638514,0.0,2.595548758638514,2.595548758638514,2.595548758638514,0.0,2.595548758638514,2.595548758638514,16,138.2297958046112,64.1322868509508,167.30130233263068,167.07434494460793,169.236871755122,2.1625268105140663,106.8049752476453,169.6546163615771,16,135.6342470459727,64.13228685095082,164.70575357399218,164.47879618596943,166.6413229964835,2.1625268105140663,104.2094264890068,167.0590676029386,135.6342470459727,164.70575357399218,False,16,0.390800743231393,0.0,0.390800743231393,0.390800743231393,0.390800743231393,0.0,0.390800743231393,0.390800743231393,16,11.378984846687025,4.981272412881532,13.662018147255084,13.650690838049822,13.75228936369134,0.10159852564151706,8.938161364375075,13.819808328998976,16,10.988184103455632,4.981272412881532,13.271217404023691,13.259890094818429,13.361488620459946,0.10159852564151706,8.547360621143682,13.429007585767582,10.988184103455632,13.271217404023691,False,16,0.9630715496203976,0.0,0.9630715496203976,0.9630715496203976,0.9630715496203976,0.0,0.9630715496203976,0.9630715496203976,16,-21.462700661030723,10.961116455928474,-26.418961653031847,-26.807039112439536,-26.377437058677454,0.42960205376208194,-26.833647724435675,-16.09175359762577,16,-22.425772210651118,10.961116455928472,-27.382033202652245,-27.770110662059935,-27.340508608297853,0.42960205376208194,-27.79671927405607,-17.054825147246166,-22.425772210651118,-27.382033202652245,False
AirPassengers,S3,ChalDL,8,8,13.173322279209437,0.22758007870397168,13.008424846188102,13.008424846188102,13.448151334244995,0.43972648805689296,13.01561733063318,13.331027227785693,8,44.449132058201975,8.690637176126266,46.64582772090517,39.17612719834979,47.3937935664736,8.217666368123808,38.4268277477326,50.47143636867135,8,31.275809778992542,8.78310364731612,33.41753963068862,25.83790748611902,34.3853687202855,8.54746123416648,25.189429473088644,37.36219008489644,31.275809778992542,33.41753963068862,False,8,17.318694843237644,0.1089093029200636,17.23978255624867,17.23978255624867,17.450215321552605,0.21043276530393484,17.24322454674115,17.394165139734138,8,54.37622442660302,11.17923552620143,56.6117470658093,47.9659227317915,57.55258335901978,9.586660627228277,46.6294094425256,62.123039410680434,8,37.05752958336537,11.22420477855651,39.26674812690867,30.568315601564883,40.31280080277111,9.744485201206224,29.27955249726849,44.835506669462255,37.05752958336537,39.26674812690867,False,8,3.0222043056667407,0.04321509343607296,2.990891995661545,2.990891995661545,3.0743914890087334,0.0834994933471882,2.9922577737608482,3.052150837572633,8,10.158235202230777,1.7265509401209853,10.524593830669724,9.063447031904557,10.801629953455535,1.7381829215509779,8.961796441963692,11.354673962497863,8,7.136030896564038,1.7468956527411381,7.491952088334585,6.009930416232621,7.8107379577939895,1.800807541561369,5.92549396972705,8.346567823401026,7.136030896564038,7.491952088334585,False,8,0.4478060048708159,0.007736220497197761,0.4422005805799916,0.4422005805799916,0.4571483786888564,0.014947798108864763,0.44244507757597945,0.45316693216565235,8,1.510977096367922,0.29542430004653647,1.5856502492584927,1.3317297364455538,1.6110761509395317,0.2793464144939779,1.3062585009955308,1.7156956917403134,8,1.0631710914971062,0.29856754972724764,1.1359757696240687,0.8783183072839136,1.1688755703595402,0.29055726307562657,0.8562743352238055,1.270067847770407,1.0631710914971062,1.1359757696240687,False,8,0.9508644334066922,0.0006188991305418258,0.9513128684301208,0.950117041700978,0.9513128684301208,0.0011958267291427571,0.9504355581900572,0.9512933086233273,8,0.4977258984411652,0.20577007654727852,0.4749897897715559,0.4571089795640685,0.6203280227877448,0.1632190432236763,0.3551345102791467,0.6403172866031837,8,-0.45313853496552703,0.2060270448895071,-0.47572516529399345,-0.49420388886605227,-0.33008797559551883,0.16411591327053343,-0.5959079931037388,-0.3103690768273153,-0.45313853496552703,-0.47572516529399345,False
AirPassengers,S4,ChalDL,15,15,22.32540616602308,17.309786049978502,17.856038626157734,17.856038626157734,17.856038626157734,0.0,13.565445787886999,31.085366544159157,15,280.21882172795193,178.89045170310018,420.8166607166159,64.09915406564338,421.16062627989675,357.0614722142534,189.68776233637905,370.74988111952484,15,257.8934155619288,184.42224668101645,402.9606220904582,43.95857534170109,403.304587653739,359.34601231203794,164.56288166000638,351.2239494638512,257.8934155619288,402.9606220904582,False,15,26.081055287509276,21.79886147147177,20.452613457823094,20.452613457823094,20.452613457823094,0.0,15.049309301324367,37.11280127369419,15,292.2798783284492,172.60535963394184,427.919239013352,84.40159066275613,428.25701678465356,343.85542612189744,204.92951437353844,379.6302422833599,15,266.19882304093994,179.82208886384117,407.46662555552894,60.82815619459241,407.8044033268305,346.9762471322381,175.19629019548805,357.20135588639187,266.19882304093994,407.46662555552894,False,15,5.11889219842944,3.736431992615389,4.154149606320374,4.154149606320374,4.154149606320374,0.0,3.22799671789567,7.009787678963209,15,115.93256137418557,84.92782281700038,182.6442512633512,14.58195059367693,182.93773539812628,168.35578480444934,72.95315303659906,158.9119697117721,15,110.81366917575613,86.14071185847985,178.49010165703083,9.850132723011692,178.78358579180588,168.9334530687942,67.22045429453249,154.40688405697978,110.81366917575613,178.49010165703083,False,15,0.7589164472278473,0.5884184696857377,0.6069874516482662,0.6069874516482662,0.6069874516482662,0.0,0.46113561589186847,1.0566972785638262,15,9.525590309564045,6.081094562844659,14.304988796637438,2.178948141505369,14.316681355389228,12.137733213883859,6.448131854999026,12.603048764129063,15,8.766673862336194,6.269139078595608,13.698001344989173,1.4943014060050208,13.709693903740963,12.215392497735941,5.594051752798898,11.939295971873491,8.766673862336194,13.698001344989173,False,15,0.8159170596344507,0.44755446877167937,0.931475126572679,0.931475126572679,0.931475126572679,0.0,0.5894232484355236,1.0424108708333777,15,-17.549291656386085,14.56924391581896,-28.996752935606843,-29.04414615050593,-0.16854448719822773,28.8756016633077,-24.92234635928536,-10.17623695348681,15,-18.365208716020536,14.712731529127446,-29.92822806217952,-29.97562127707861,-1.0137217403121,28.96189953676651,-25.810878170119302,-10.91953926192177,-18.365208716020536,-29.92822806217952,False
ILINet,S1,ChalDL,8,8,0.8327972270938434,0.05574464133668967,0.8667413094702294,0.7746743697844821,0.8699007546797823,0.09522638489530022,0.7941681614679379,0.8714262927197489,8,1.2667573596639672,0.21544836359772487,1.2357606251294366,1.1845786405312988,1.3392501871927158,0.15467154666141703,1.117459260746381,1.4160554585815535,8,0.4339601325701239,0.2630960507782805,0.3690193156592072,0.3135509978680602,0.5654403531680908,0.25188935530003065,0.251643870993576,0.6162763941466718,0.4339601325701239,0.3690193156592072,False,8,1.2326403219452338,0.04380954855110747,1.245265652113518,1.1927181623351217,1.2519038762536139,0.059185713918492144,1.2022818536612485,1.262998790229219,8,1.8086383055177484,0.25989335922008994,1.8498514533453976,1.6701965265880974,1.886958580790579,0.21676205420248174,1.628541395961669,1.9887352150738278,8,0.5759979835725146,0.28958303202751673,0.6400865347749313,0.4558491843412625,0.6416929286770612,0.1858437443357987,0.37532718042256075,0.7766687867224685,0.5759979835725146,0.6400865347749313,False,8,36.27471444348768,4.772498068455006,37.7537973738324,31.544784388710454,40.06215074192544,8.517366353214989,32.96754201103153,39.58188687594383,8,65.57885481126146,26.008144485924625,58.55645180310189,51.27850487416865,67.1011020755864,15.82259720141775,47.556130185826184,83.60157943669674,8,29.304140367773783,29.108207201231668,18.49430106117645,15.277151247103527,32.55265273851421,17.275501491410687,9.13318188160326,49.4750988539443,29.304140367773783,18.49430106117645,False,8,1.2267155231562588,0.08211220527129542,1.2767153687557873,1.1411001908857599,1.2813692513060992,0.14026906042033938,1.1698146679340542,1.2836163783784633,8,1.865941512071243,0.31735678682100255,1.820283128273121,1.7448917449089145,1.9727239003331873,0.22783215542427282,1.6460244787748728,2.0858585453676133,8,0.6392259889149843,0.3875421279884446,0.5435677595173338,0.46186258055652907,0.8328971760278114,0.37103459547128237,0.3706729955528121,0.9077789822771565,0.6392259889149843,0.5435677595173338,False,8,0.3469067615826034,0.04637381165697727,0.3341955201868151,0.32702133883896745,0.38919306851040936,0.06217172967144191,0.31477134962432934,0.3790421735408775,8,-0.42989011030080315,0.4141682371528036,-0.4698435902921947,-0.5287885779543793,-0.19816303211342,0.33062554584095927,-0.7168940559627722,-0.14288616463883408,8,-0.7767968718834065,0.4442798829713434,-0.840919118216183,-0.8629840981411944,-0.5645374908570752,0.2984466072841192,-1.084667123517333,-0.46892662024947995,-0.7767968718834065,-0.840919118216183,False
ILINet,S4,ChalDL,9,9,0.8347188943771923,0.007951062578914828,0.8305597573948241,0.8299410644289085,0.8406760033064878,0.01073493887757937,0.8295242001589679,0.8399135885954166,9,0.9888777244431444,0.06700345348377731,0.993245840029238,0.9409098841008152,1.0275484834158009,0.08663859931498563,0.9451021348337432,1.0326533140525456,9,0.1541588300659519,0.06745872173512071,0.15256983672275015,0.09336396394392954,0.19760741898689238,0.10424345504296284,0.11008579853233971,0.1982318615995641,0.1541588300659519,0.15256983672275015,False,9,1.2845494974712055,0.03517729743024814,1.261018717575495,1.261018717575495,1.3237386233720103,0.06271990579651532,1.2615669964834433,1.3075319984589677,9,1.409185656508635,0.07826035736225359,1.393886218348957,1.3511678442881634,1.429691933428354,0.0785240891401906,1.3580555563652958,1.460315756651974,9,0.12463615903742929,0.08140490773494598,0.10595331005634367,0.09598452988728479,0.1328675007734621,0.03688297088617731,0.0714516193172646,0.177820698757594,0.12463615903742929,0.10595331005634367,False,9,34.55046219725365,1.1280973449940128,34.72402112786588,33.76983630143668,34.72402112786588,0.9541848264291986,33.81343859852423,35.28748579598307,9,42.8141522125733,3.3687464901765662,43.229386950385134,40.74136976383067,46.292219910813685,5.5508501469830165,40.613237838991274,45.01506658615532,9,8.263690015319652,3.63599718887952,9.45955064894845,5.763399813997395,11.568198782947803,5.804798968950408,5.888171851918365,10.639208178720938,8.263690015319652,9.45955064894845,False,9,1.2295461510812002,0.0117119648983204,1.2234197162982596,1.2225083776906551,1.238321009785042,0.01581263209438677,1.2218943340142976,1.237197968148103,9,1.456623071754234,0.09869650596755163,1.4630573333272472,1.3859661429775183,1.5135853415369196,0.1276191985594013,1.3921413545221002,1.5211047889863676,9,0.2270769206730337,0.09936711894866375,0.2247363235422053,0.13752570271288111,0.29107696384626447,0.15355126113338335,0.1621570696265734,0.291996771719494,0.2270769206730337,0.2247363235422053,False,9,0.29105296663010405,0.03888205784073682,0.3172436304871374,0.2476374394156165,0.3172436304871374,0.06960619107152088,0.265650022174156,0.3164559110860521,9,0.14503540699083628,0.09798423744975379,0.1657862520156162,0.1223777440288815,0.2161349577358878,0.0937572137070063,0.0810190385236638,0.20905177545800877,9,-0.14601755963926777,0.10132804733888154,-0.12525969538673498,-0.1514573784715212,-0.10629071696791559,0.0451666615036056,-0.21221855056733704,-0.0798165687111985,-0.14601755963926777,-0.12525969538673498,False
IceCreamHeater,S1,ChalDL,16,16,16.899447919033165,3.4492914978787304,15.329068497912804,15.329068497912804,15.6821605751342,0.3530920772213957,15.209295085072586,18.589600752993743,16,81.57275516426719,107.9209740662354,30.702960968017578,16.031682269130297,105.29367113113402,89.26198886200372,28.69147787181185,134.45403245672253,16,64.67330724523404,108.66745614117981,13.300926719061174,0.42325808621336103,89.87632961391586,89.45307152770249,11.426253736055934,117.92036075441214,64.67330724523404,13.300926719061174,False,16,20.644689964636168,3.7643959681308803,18.93834847716184,18.93834847716184,19.44218870072853,0.5038402235666908,18.800135940252037,22.4892439890203,16,108.05048253928136,153.59635786312097,35.05137408072284,19.43175366019421,127.20523403286113,107.77348037266691,32.78826718635209,183.31269789221062,16,87.40579257464519,154.37795674265715,14.106856710017285,0.3264727086931085,108.14092549980762,107.81445279111452,11.760593770743185,163.0509913785472,87.40579257464519,14.106856710017285,False,16,30.815859560805983,9.985061147954132,26.600505918807265,26.600505918807265,27.01627171772699,0.4157657989197254,25.923179598308458,35.70853952330351,16,62.83945658897699,33.697604608808305,65.37425559530786,27.41999062408096,86.91374497846842,59.493754354387455,46.32763033066092,79.35128284729305,16,32.023597028171,35.41878052042845,19.528015471690573,0.7305756791789744,60.20929760993122,59.47872193075224,14.668394573161056,49.37879948318094,32.023597028171,19.528015471690573,False,16,4.031567640815101,0.82287019393839,3.656934641658937,3.656934641658937,3.7411690260941066,0.08423438443516984,3.6283612457852903,4.434774035844913,16,19.460167081671585,25.74585329031106,7.324562583873474,3.8245516524395806,25.119078407100602,21.29452675466102,6.8446989694191664,32.075635193924,16,15.428599440856484,25.9239356153795,3.1730968970309337,0.10097333429273003,21.441085169332876,21.340111835040148,2.72587098932053,28.131327892392438,15.428599440856484,3.1730968970309337,False,16,-0.4764307998699038,0.6210160248884714,-0.2048973564795444,-0.2698609034763348,-0.2048973564795444,0.06496354699679038,-0.7807286520652548,-0.17213294767455278,16,-112.52278968565868,264.29004018024534,-3.1642560074113417,-53.41326059023483,-0.2684981460066937,53.144762444228135,-242.02490937397891,16.97933000266154,16,-112.04635888578876,264.4059390681406,-2.6770438226805173,-53.19212234700609,-0.0394622745397614,53.15266007246633,-241.60526902917763,17.512551257600123,-112.04635888578876,-2.6770438226805173,False
IceCreamHeater,S2,ChalDL,15,15,7.398890750170765,5.495047995767571,5.39857528495738,5.370276590469533,5.39857528495738,0.028298694487846277,4.618012778606248,10.179768721735282,15,31.757771129232214,13.07552693779812,38.50847911834717,32.41044661998749,38.90822656942215,6.497779949434658,25.14064151436301,38.37490074410142,15,24.358880379061457,15.985193878524502,33.10990383338979,17.744552744595932,33.537963274187376,15.793410529591444,16.2692561278783,32.448504630244614,24.358880379061457,33.10990383338979,False,15,8.71008555475649,6.439006550987252,6.346583221469086,6.326947481957138,6.346583221469086,0.019635739511947747,5.451498643378864,11.968672466134118,15,35.27934501712802,13.420652565027742,42.20393700351854,36.56134677459701,42.56256874856063,6.001221973963617,28.487557736861817,42.07113229739423,15,26.56925946237153,16.878833630965236,35.85735378204946,20.134225524397124,36.235677848085075,16.10145232368795,18.027391099036684,35.111127825706376,26.56925946237153,35.85735378204946,False,15,14.36107084316738,11.147864440538061,10.458974324752395,10.39279631914403,10.458974324752395,0.06617800560836606,8.71947304883376,20.002668637500996,15,82.76165950367832,39.20213577224422,103.04493379134196,76.42776047494715,104.930560322151,28.502799847203846,62.9226415567409,102.60067745061573,15,68.40058866051095,45.1382753432234,92.58595946658957,47.172378030652986,94.53776400300697,47.365385972353984,45.557469606215946,91.24370771480595,68.40058866051095,92.58595946658957,False,15,1.765094852164921,1.3109101427811525,1.2878954111172831,1.2811444153734508,1.2878954111172831,0.006750995743832311,1.1016827870531243,2.4285069172767177,15,7.576200302071741,3.1193250537884407,9.186663319082822,7.731903932219239,9.28202790708437,1.550123974865131,5.99760402140033,9.154796582743153,15,5.811105449906818,3.813461284746042,7.898767907965539,4.233177615540861,8.000886663449933,3.7677090479090714,3.881227769069005,7.740983130744631,5.811105449906818,7.898767907965539,False,15,0.6151356113005444,0.7023981135297631,0.8646850433067462,0.8646850433067462,0.8655210518735972,0.0008360085668509543,0.2596731216757293,0.9705981009253595,15,-3.745998830942313,2.3983960046206416,-4.983727075037401,-5.085956969248926,-3.5943418970085563,1.4916150722403696,-4.959754674653784,-2.532242987230842,15,-4.361134442242858,2.7512142683550556,-5.8484121183441475,-5.951480426374061,-3.2029002705613734,2.748580155812687,-5.753440962552673,-2.968827921933044,-4.361134442242858,-5.8484121183441475,False
IceCreamHeater,S3,ChalDL,6,6,5.374993039550842,0.011552893647022383,5.370276590469533,5.370276590469533,5.370276590469533,0.0,5.365748799351478,5.384237279750205,6,34.82780176986364,12.34035702081101,39.70600724220276,39.635029947757715,39.70600730430069,0.07097735654297566,24.953459641242382,44.7021438984849,6,29.452808730312796,12.351904885999135,34.33573065173323,34.264753357288185,34.33573071383116,0.07097735654297566,19.569226385097284,39.33639107552831,29.452808730312796,34.33573065173323,False,6,6.330220105209129,0.008016257087746396,6.326947481957138,6.326947481957138,6.326947481957138,0.0,6.323805763635226,6.336634446783032,6,38.227142080457014,12.847134857530268,43.29370891564463,43.26034546718779,43.29370896762708,0.03336350043929315,27.94729322828396,48.50699093263007,6,31.896921975247892,12.855147706755996,36.966761433687495,36.933397985230656,36.96676148566995,0.03336350043929315,21.610661508358465,42.18318244213732,31.896921975247892,36.966761433687495,False,6,10.403825986745423,0.027017057655923382,10.39279631914403,10.39279631914403,10.39279631914403,0.0,10.38220783824669,10.425444135244156,6,93.87816932505372,37.585968861554306,108.54400985580848,108.13587997970889,108.54401014667597,0.4081301669670836,63.80313056006495,123.9532080900425,6,83.4743433383083,37.612960994525984,98.15121353666446,97.74308366056486,98.15121382753195,0.4081301669670836,53.377706368721874,113.57098030789473,83.4743433383083,98.15121353666446,False,6,1.282269581330756,0.0027560824713483566,1.2811444153734508,1.2811444153734508,1.2811444153734508,0.0,1.2800642560544375,1.2844749066070746,6,8.308593232679888,2.9439413807817116,9.472348132943797,9.455415641131744,9.472348147758009,0.01693250662626511,5.952949522257169,10.664236943102607,6,7.026323651349132,2.946696263653388,8.191203717570346,8.174271225758293,8.191203732384558,0.01693250662626511,4.668475575529745,9.384171727168518,7.026323651349132,8.191203717570346,False,6,0.8653817171124554,0.0003412990682300463,0.8655210518735972,0.8655210518735972,0.8655210518735972,0.0,0.8651086209806174,0.8656548132442934,6,-4.371244925724796,2.3963410780335677,-5.29673520049742,-5.296735215618311,-5.2870352752288765,0.009699940389434225,-6.288717136736844,-2.4537727147127484,6,-5.236626642837251,2.396682016490185,-6.162256252371018,-6.162256267491908,-6.152556327102474,0.009699940389434225,-7.154371661431751,-3.318881624242751,-5.236626642837251,-6.162256252371018,False
IceCreamHeater,S4,ChalDL,14,14,7.955943789729162,5.015777712906485,6.619460654197326,6.5678397756659646,6.671081532728687,0.10324175706272243,5.3285187475413895,10.583368831916934,14,7.719780935617583,2.9365999639620144,7.167550468444825,6.111444664001465,8.233783993990329,2.122339329988864,6.181495803015384,9.258066068219781,14,-0.2361628541115799,2.7191273088644223,-0.3463967901312959,-0.5338264294615414,1.5105657181929462,2.0443921476544875,-1.660528843422364,1.1882031351992042,-0.2361628541115799,-0.3463967901312959,True,14,10.016629769728452,5.7286353075575525,8.490847749481762,8.423773411799964,8.557922087163561,0.13414867536359765,7.015787083676511,13.017472455780393,14,10.075983013891603,3.2314476609982603,9.451268715194944,8.510776827147398,10.714213286631633,2.2034364594842355,8.383247212386951,11.768718815396255,14,0.05935324416315219,3.1286137665809814,0.1365747536823827,-0.013608091175264292,1.9751018537703526,1.988709944945617,-1.5795148692495,1.6982213575758043,0.05935324416315219,0.1365747536823827,False,14,16.0240066766499,12.30154488628342,12.744696087264106,12.636871719173945,12.852520455354268,0.21564873618032365,9.580063395700801,22.467949957599,14,13.70842077708547,5.157747370117012,12.73841911728593,10.644484264021903,14.958147544087172,4.313663280065269,11.006627480573764,16.410214073597178,14,-2.3155858995644354,8.220966945848184,-1.7043556462086,-2.1192014052135333,2.041635059299755,4.160836464513288,-6.621991737474453,1.9908199383455822,-2.3155858995644354,-1.7043556462086,True,14,1.8979865903602249,1.1965744217064487,1.5791523782889045,1.5668375935412269,1.5914671630365822,0.02462956949535533,1.2711825770278482,2.5247906036926016,14,1.841647085947985,0.7005614293111995,1.7099058307074255,1.4579590211506763,1.964268730592464,0.5063097094417877,1.4746705673860228,2.208623604509947,14,-0.05633950441223956,0.6486806978663491,-0.08263714274374045,-0.12735074951206704,0.3603637170852454,0.48771446659731243,-0.3961392338883416,0.2834602250638625,-0.05633950441223956,-0.08263714274374045,True,14,0.5605659995988408,0.739048804627347,0.7577883365675258,0.753961822743902,0.7616148503911495,0.007653027647247512,0.1734285609359898,0.9477034382616918,14,0.6263578932253097,0.29998279810112166,0.6975357346643118,0.6143323465097899,0.7566651853200917,0.1423328388103019,0.46921729388648475,0.7834984925641346,14,0.06579189362646895,0.4595464252003966,-0.007800800933966623,-0.1262641639875207,0.0007901056643778714,0.12705426965189856,-0.17493324507185823,0.3065170323247961,0.06579189362646895,-0.007800800933966623,True
