DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,actual,forecast
2018-05-13,1.28847,1.27729,6888,4410.0,,8266,1870.0,1804,23238,3866,1819322,1.28847,1.5311899185180664
2018-05-20,1.18344,1.22051,6718,4478.0,,7528,1810.0,1598,22132,3954,1813336,1.18344,1.4284406900405884
2018-05-27,1.24919,1.23235,6770,4164.0,,6858,1768.0,1732,21292,3792,1727758,1.24919,0.9890537261962892
2018-06-03,1.14131,1.223,6440,3644.0,,5974,1692.0,1466,19216,3604,1571212,1.14131,1.1033731698989868
2018-06-10,0.9878,1.0473,5694,3676.0,,5104,1604.0,1308,17386,3596,1660080,0.9878,1.1056859493255615
2018-06-17,0.895565,0.978113,4750,3192.0,,4490,1398.0,1316,15146,3506,1548492,0.895565,1.0637599229812622
2018-06-24,0.892204,0.947548,4624,3108.0,,4324,1458.0,1232,14746,3546,1556228,0.892204,0.8726332783699036
2018-07-01,0.877184,0.867554,4412,3060.0,,3832,1338.0,1252,13894,3472,1601514,0.877184,0.91765558719635
2018-07-08,0.780203,0.82328,4018,2598.0,,3724,1078.0,1098,12516,3560,1520260,0.780203,0.8530098795890808
2018-07-15,0.725075,0.771497,3886,2886.0,,3802,1254.0,1174,13002,3570,1685294,0.725075,0.8568313121795654
2018-07-22,0.68247,0.706819,3482,2580.0,,3440,1132.0,938,11572,3496,1637194,0.68247,0.9745152592658995
2018-07-29,0.640393,0.685155,3330,2404.0,,3286,1048.0,926,10994,3482,1604600,0.640393,1.0798739194869995
2018-08-05,0.639127,0.687351,3236,2492.0,,3538,1050.0,908,11224,3448,1632936,0.639127,0.9729567766189576
2018-08-12,0.705637,0.735733,3452,2668.0,,3568,1082.0,952,11722,3380,1593242,0.705637,0.9244956970214844
2018-08-19,0.707801,0.806048,3972,2774.0,,4340,1032.0,956,13074,3450,1621988,0.707801,1.104118585586548
2018-08-26,0.822659,0.944013,4478,2984.0,,4936,1218.0,1030,14646,3220,1551462,0.822659,1.0740406513214111
2018-09-02,0.859864,0.960101,4890,3276.0,,5660,1312.0,1084,16222,3362,1689614,0.859864,1.2285659313201904
2018-09-09,1.10083,1.14128,5628,3970.0,,6686,1534.0,1242,19060,3420,1670054,1.10083,1.425140619277954
2018-09-16,1.15323,1.14784,5546,4224.0,,7320,1658.0,1382,20130,3416,1753724,1.15323,1.5997377634048462
2018-09-23,1.20178,1.31156,6484,4694.0,,7898,1844.0,1458,22378,3368,1706218,1.20178,1.658831238746643
2018-09-30,1.2498,1.26102,6962,4976.0,,8396,1862.0,1338,23534,3420,1866260,1.2498,1.88131320476532
2018-10-07,1.41876,1.41974,4887,3886.0,,6341,1563.0,1298,17975,2611,1266076,1.41876,1.1139873266220093
2018-10-14,1.40077,1.473,5332,4048.0,,6279,1667.0,1326,18652,2651,1266257,1.40077,1.1626019477844238
2018-10-21,1.47139,1.58968,5589,4405.0,,6802,1752.0,1400,19948,2623,1254844,1.47139,1.2631206512451172
2018-10-28,1.63634,1.72208,6249,4619.0,,7487,1835.0,1444,21634,2678,1256271,1.63634,1.3987383842468262
2018-11-04,1.79125,1.84114,6869,4733.0,,8291,1825.0,1451,23169,2666,1258405,1.79125,1.622711420059204
2018-11-11,1.86871,1.92692,7509,4834.0,,8451,1840.0,1451,24085,2672,1249921,1.86871,1.5731496810913086
2018-11-18,1.98121,2.0852,7821,5037.0,,8076,1998.0,1487,24419,2665,1171062,1.98121,1.536773920059204
2018-11-25,2.23487,2.40063,8607,5017.0,,7197,2112.0,1702,24635,2618,1026187,2.23487,1.5940645933151243
2018-12-02,2.14572,2.24479,8890,6582.0,,8788,2758.0,2078,29096,2666,1296156,2.14572,1.835856318473816
2018-12-09,2.25134,2.29962,8809,5974.0,,9276,2456.0,1862,28377,2658,1233986,2.25134,1.654665231704712
2018-12-16,2.6411,2.73181,10156,6821.0,,11376,2779.0,1981,33113,2650,1212127,2.6411,1.699487328529358
2018-12-23,3.13478,3.24012,11515,8127.0,,12816,3322.0,2480,38260,2596,1180820,3.13478,1.6227047443389893
2018-12-30,3.96538,4.18077,13615,10348.0,,12044,4471.0,3534,44012,2581,1052725,3.96538,1.4692891836166382
2019-01-13,3.45972,3.63095,11686,11413.0,,9572,5204.0,4260,42135,2630,1160440,3.45972,1.5215740203857422
2019-01-20,3.07558,3.13643,9369,10416.0,,10758,4826.0,3446,38815,2656,1237552,3.07558,1.3514909744262695
2019-01-27,3.3258,3.36213,9703,10045.0,,14265,4235.0,2951,41199,2658,1225384,3.3258,1.379137396812439
2019-02-03,3.79773,3.88115,10765,11194.0,,16965,4457.0,2860,46241,2677,1191426,3.79773,1.1948076486587524
2019-02-10,4.34227,4.52235,11628,13048.0,,22217,5116.0,3255,55264,2668,1222020,4.34227,1.2109452486038208
2019-02-17,4.86953,5.20091,13899,15785.0,,29772,6174.0,4102,69732,2673,1340765,4.86953,1.3434548377990725
2019-02-24,5.03689,5.42034,14246,15945.0,,29255,6333.0,4277,70056,2655,1292464,5.03689,1.6622847318649292
2019-03-03,4.8812,5.27078,13634,15716.0,,26502,6124.0,4485,66461,2655,1260932,4.8812,2.059553861618042
2019-03-10,4.54791,4.58991,11647,13847.0,,23468,5706.0,4134,58802,2658,1281115,4.54791,2.2990665435791016
2019-03-17,4.3762,4.39714,11168,13079.0,,21760,5368.0,4056,55431,2637,1260615,4.3762,2.585930347442627
2019-03-24,4.22692,4.12777,10986,12580.0,,20081,5353.0,4177,53177,2646,1288273,4.22692,2.950969219207764
2019-03-31,3.68251,3.50278,9721,10717.0,,16800,4532.0,3898,45668,2653,1303765,3.68251,3.2165660858154297
2019-04-07,3.08559,3.04819,8644,8656.0,,13642,3811.0,3195,37948,2619,1244935,3.08559,3.485795021057129
2019-04-14,2.69831,2.67984,7606,7491.0,,11768,3274.0,2802,32941,2620,1229217,2.69831,3.512153387069702
2019-04-21,2.28676,2.26612,6754,6208.0,,10005,2568.0,2319,27854,2568,1229148,2.28676,3.612906455993652
2019-04-28,2.01217,1.96484,6325,4934.0,,7904,2108.0,1876,23147,2542,1178058,2.01217,3.693701982498169
2019-05-05,1.71323,1.72201,5698,4553.0,,6621,2000.0,1738,20610,2516,1196855,1.71323,3.528822422027588
2019-05-12,1.56678,1.5728,5369,4084.0,,6207,1667.0,1537,18864,2485,1199386,1.56678,3.3888096809387207
2019-05-19,1.49827,1.45718,4789,3574.0,,5906,1480.0,1358,17107,2444,1173980,1.49827,3.1682870388031006
2019-05-26,1.49961,1.50332,4649,3482.0,,5530,1437.0,1361,16459,2336,1094840,1.49961,2.697171211242676
2019-06-02,1.42123,1.40257,4601,3214.0,,5234,1347.0,1367,15763,2224,1123869,1.42123,2.6561787128448486
2019-06-09,1.39258,1.40358,4442,3094.0,,4660,1279.0,1301,14776,2196,1052737,1.39258,2.2631311416625977
2019-06-16,1.21697,1.23749,3937,2952.0,,4115,1242.0,1205,13451,2258,1086961,1.21697,1.8911306858062744
2019-06-23,1.11266,1.12161,3506,2729.0,,3741,1051.0,1079,12106,2206,1079343,1.11266,1.6501851081848145
2019-06-30,0.991888,1.01276,3056,2425.0,,3288,998.0,928,10695,2159,1056024,0.991888,1.567255973815918
2019-07-07,0.946401,0.959768,2955,2183.0,,3117,910.0,862,10027,2084,1044732,0.946401,1.440567135810852
2019-07-14,0.874695,0.878917,2512,1911.0,,2726,797.0,776,8722,2154,992358,0.874695,1.249157190322876
2019-07-21,0.809169,0.794181,2346,1882.0,,2661,799.0,737,8425,2111,1060841,0.809169,1.1976491212844849
2019-07-28,0.75452,0.766394,2222,1862.0,,2571,757.0,704,8116,2154,1058986,0.75452,1.0069952011108398
2019-08-04,0.732983,0.748613,2138,1805.0,,2466,763.0,615,7787,2140,1040191,0.732983,1.1937941312789917
2019-08-11,0.725811,0.757116,2354,1830.0,,2438,658.0,604,7884,2151,1041320,0.725811,1.082475662231445
2019-08-18,0.754209,0.770094,2102,2042.0,,2392,766.0,758,8060,2167,1046625,0.754209,1.0179789066314695
2019-08-25,0.729672,0.833506,2634,2047.0,,2831,788.0,694,8994,2200,1079056,0.729672,1.1550469398498535
2019-09-01,0.839875,0.94034,2911,2211.0,,3503,762.0,716,10103,2170,1074399,0.839875,1.0813865661621094
2019-09-08,0.989358,1.08197,3428,2559.0,,4244,896.0,777,11904,2193,1100212,0.989358,1.1654369831085205
2019-09-15,1.1354,1.20216,3810,2927.0,,4548,1033.0,870,13188,2217,1097022,1.1354,1.0857563018798828
2019-09-22,1.23124,1.27291,3912,3297.0,,5502,1173.0,959,14843,2247,1166071,1.23124,1.3826369047164917
2019-09-29,1.24448,1.3881,4469,3577.0,,5678,1251.0,1026,16001,2224,1152730,1.24448,1.3019444942474363
2019-10-06,1.3379,1.49515,4981,3882.0,,6121,1368.0,1101,17453,2211,1167311,1.3379,1.3806607723236084
2019-10-13,1.49002,1.50284,6219,4827.0,,7658,1764.0,1448,21916,2912,1458307,1.49002,1.3251419067382812
2019-10-20,1.59192,1.59764,6550,5148.0,,7638,2015.0,1603,22954,2942,1436748,1.59192,1.4690766334533691
2019-10-27,1.72572,1.73931,7287,5548.0,,8292,2110.0,1649,24886,2966,1430800,1.72572,1.4496901035308838
2019-11-03,1.83419,1.86039,7892,6080.0,,9349,2305.0,1793,27419,2997,1473831,1.83419,1.4257891178131104
2019-11-10,2.04008,2.01412,8658,6143.0,,10068,2279.0,1762,28910,3005,1435369,2.04008,1.4803619384765625
2019-11-17,2.39351,2.36364,10557,7182.0,,12551,2453.0,1843,34586,3022,1463253,2.39351,1.4652973413467407
2019-11-24,2.63251,2.64428,11446,7905.0,,13671,2741.0,1969,37732,2991,1426928,2.63251,1.6137295961380005
2019-12-01,2.89941,2.97387,12716,9138.0,,17058,3101.0,2148,44161,2987,1484969,2.89941,1.810625433921814
2019-12-08,3.41501,3.45389,14444,9209.0,,14821,3199.0,2371,44044,2993,1275199,3.41501,1.911063551902771
2019-12-15,3.2579,3.31281,13852,11947.0,,16397,3929.0,2779,48904,2995,1476208,3.2579,2.0179691314697266
2019-12-22,3.94308,3.86928,14728,12822.0,,21877,4114.0,2903,56444,2958,1458774,3.94308,2.299160957336426
2019-12-29,5.06435,5.02613,18001,16227.0,,29182,4835.0,3349,71594,2926,1424436,5.06435,2.48072361946106
2020-01-05,7.06161,7.15315,24097,24617.0,,34004,7638.0,5401,95757,2917,1338669,7.06161,2.9364559650421143
2020-01-12,5.90066,6.21936,21594,27655.0,,23392,9209.0,6881,88731,2970,1426691,5.90066,3.1407220363616943
2020-01-19,4.9402,5.06711,15564,23634.0,,22756,8196.0,5464,75614,3002,1492251,4.9402,3.4575355052948
2020-01-26,5.33135,5.35768,16587,21413.0,,29668,7386.0,4729,79783,2995,1489132,5.33135,3.724574327468872
2020-02-02,6.07822,6.02274,18574,23658.0,,35275,7973.0,4670,90150,2997,1496826,6.07822,4.014353752136231
2020-02-09,6.74724,6.87271,20299,28889.0,,44117,9527.0,5475,108307,2995,1575900,6.74724,4.133618354797363
2020-02-16,6.80157,7.08558,20270,29823.0,,45513,10049.0,5706,111361,3005,1571657,6.80157,4.222431182861328
2020-02-23,6.11292,6.22068,17393,26428.0,,36909,9231.0,5457,95418,2969,1533883,6.11292,4.189356803894043
2020-03-01,5.52513,5.61968,15330,23189.0,,28531,8320.0,5189,80559,2984,1433517,5.52513,3.947923183441162
2020-03-08,5.12333,5.10268,13820,22127.0,,25490,8276.0,5110,74823,2947,1466346,5.12333,3.993619203567505
2020-03-15,5.26652,5.28928,13888,23906.0,,26396,8891.0,5698,78779,2913,1489410,5.26652,3.687011480331421
2020-03-22,5.66932,6.28745,14154,29667.0,,27756,11334.0,6696,89607,2847,1425172,5.66932,3.185113906860352
2020-03-29,6.38029,7.35285,10790,30818.0,,17512,12478.0,6986,78584,2810,1068755,6.38029,2.8329386711120605
2020-04-05,4.91692,6.22687,5129,22408.0,,8322,10825.0,6458,53142,2738,853431,4.91692,2.326362371444702
2020-04-12,3.78625,4.82995,2359,14964.0,,4852,8696.0,5380,36251,2696,750546,3.78625,2.0035972595214844
2020-04-19,2.80122,3.47366,1496,9995.0,,3426,6043.0,4014,24974,2698,718953,2.80122,1.8783270120620728
2020-04-26,2.12907,2.57391,1068,7427.0,,2667,4184.0,2928,18274,2679,709970,2.12907,1.6252490282058716
2020-05-03,1.73315,2.02032,926,6339.0,,2317,3289.0,2293,15164,2663,750576,1.73315,1.511929273605347
2020-05-10,1.40939,1.6211,864,5292.0,,2098,2670.0,1897,12821,2635,790883,1.40939,1.2573275566101074
2020-05-17,1.18297,1.35141,730,4585.0,,1889,2241.0,1623,11068,2625,818998,1.18297,1.3199937343597412
2020-05-24,1.11444,1.23805,788,4112.0,,1960,2171.0,1449,10480,2613,846493,1.11444,1.1972993612289429
2020-05-31,1.00534,1.07598,1224,4375.0,,2402,2148.0,1586,11735,2982,1090638,1.00534,1.0860035419464111
2020-06-07,0.88827,0.885843,805,3572.0,,1898,1878.0,1461,9614,2961,1085294,0.88827,1.105391502380371
2020-06-14,0.814062,0.819928,802,3440.0,,1969,1705.0,1409,9325,2943,1137295,0.814062,1.1289715766906738
2020-06-21,0.836751,0.814575,881,3454.0,,2141,1726.0,1378,9580,2915,1176074,0.836751,1.151695966720581
2020-06-28,0.928418,0.950758,1006,4710.0,,2679,2001.0,1472,11868,2949,1248267,0.928418,0.9986898899078368
2020-07-05,1.14217,1.20306,1216,6241.0,,3491,2649.0,1902,15499,2907,1288294,1.14217,0.8413499593734741
2020-07-12,1.27401,1.38424,1395,7032.0,,3970,3223.0,2223,17843,2908,1289006,1.27401,0.9672572016716005
2020-07-19,1.34924,1.47268,1545,8013.0,,4095,3765.0,2632,20050,2931,1361462,1.34924,0.908620834350586
2020-07-26,1.34434,1.43715,1658,7526.0,,4075,3566.0,2436,19261,2905,1340226,1.34434,0.7937440276145935
2020-08-02,1.22153,1.21898,1634,6105.0,,3560,3089.0,2145,16533,2964,1356301,1.22153,0.6044209003448486
2020-08-09,1.15258,1.15067,1609,5709.0,,3497,2595.0,2114,15524,3005,1349125,1.15258,0.7062680721282959
2020-08-16,1.0625,1.05647,1570,4977.0,,3272,2361.0,1938,14118,2967,1336334,1.0625,0.7037595510482788
2020-08-23,0.979884,0.981699,1592,4502.0,,3167,2174.0,1758,13193,2989,1343895,0.979884,0.776079535484314
2020-08-30,0.968853,0.961487,1804,4305.0,,3283,1894.0,1666,12952,2942,1347080,0.968853,0.6244391202926636
2020-09-06,1.00014,0.970484,1866,4032.0,,3951,1821.0,1489,13159,2979,1355922,1.00014,0.7063367366790771
2020-09-13,0.921454,0.920215,1776,3776.0,,3616,1698.0,1481,12347,2935,1341752,0.921454,0.7318276762962341
2020-09-20,1.03555,0.978061,2000,3975.0,,3822,1793.0,1446,13036,2928,1332841,1.03555,0.9124829173088074
2020-09-27,0.974333,0.955677,2070,4070.0,,3628,1794.0,1487,13049,2954,1365420,0.974333,0.9420614242553712
2020-10-04,1.06408,1.03818,2287,4413.0,,4366,1944.0,1579,14589,2954,1405243,1.06408,1.0812883377075195
2020-10-11,1.0872,1.07453,2467,5122.0,,4748,2376.0,1857,16570,3332,1542071,1.0872,1.5106933116912842
2020-10-18,1.20898,1.18497,2562,6035.0,,5258,3012.0,2327,19194,3373,1619788,1.20898,1.4559234380722046
2020-10-25,1.10874,1.09042,2316,5674.0,,4631,2554.0,2106,17281,3351,1584807,1.10874,1.5754166841506958
2020-11-01,1.18588,1.14934,2457,5864.0,,4852,2834.0,2180,18187,3377,1582393,1.18588,1.7047182321548462
2020-11-08,1.25,1.1881,2515,6101.0,,4924,2770.0,2302,18612,3471,1566538,1.25,1.7102148532867432
2020-11-15,1.43782,1.33548,2727,7094.0,,5837,3291.0,2461,21410,3470,1603163,1.43782,1.8001654148101809
2020-11-22,1.48426,1.37797,2776,7686.0,,5549,3736.0,2876,22623,3436,1641763,1.48426,1.8161296844482424
2020-11-29,1.54717,1.4268,2693,7829.0,,5342,3960.0,2898,22722,3376,1592518,1.54717,1.955399990081787
2020-12-06,1.60668,1.49601,2485,7094.0,,4585,3962.0,3194,21320,3378,1425127,1.60668,2.045351028442383
2020-12-13,1.56586,1.44878,2604,7698.0,,4875,3988.0,3140,22305,3382,1539568,1.56586,2.239185333251953
2020-12-20,1.52073,1.4297,2567,7530.0,,4726,4073.0,3323,22219,3400,1554103,1.52073,2.400369167327881
2020-12-27,1.50659,1.39828,2482,7131.0,,4282,3846.0,3145,20886,3340,1493692,1.50659,2.541102409362793
2021-01-03,1.55413,1.45723,2323,6632.0,,3564,3925.0,3408,19852,3343,1362314,1.55413,2.914144515991211
2021-01-10,1.5907,1.5383,2585,7729.0,,3934,4520.0,3668,22436,3322,1458493,1.5907,3.088856935501098
2021-01-17,1.29196,1.26364,2380,6402.0,,4056,3525.0,2831,19194,3332,1518947,1.29196,3.4815497398376465
2021-01-24,1.25191,1.21094,2566,5878.0,,4056,3311.0,2542,18353,3356,1515597,1.25191,3.724260091781616
2021-01-31,1.10337,1.12256,2560,5345.0,,3955,2810.0,2240,16910,3367,1506379,1.10337,3.870871543884277
2021-02-07,1.16554,1.08197,2636,4996.0,,4015,2527.0,1927,16101,3337,1488119,1.16554,3.986074447631836
2021-02-14,1.00745,0.974818,2557,4103.0,,3736,2136.0,1576,14108,3288,1447245,1.00745,4.200298309326172
2021-02-21,0.986987,0.907497,2320,3710.0,,3146,1922.0,1504,12602,3297,1388655,0.986987,4.396505355834961
2021-02-28,0.862967,0.860475,2544,3841.0,,3541,1900.0,1521,13347,3318,1551120,0.862967,4.456711292266846
2021-03-07,0.82875,0.842691,2773,3536.0,,3544,1813.0,1351,13017,3319,1544694,0.82875,4.304754257202148
2021-03-14,0.883305,0.903419,3220,3785.0,,3811,1906.0,1376,14098,3325,1560517,0.883305,4.3066487312316895
2021-03-21,0.90874,0.939582,3515,3940.0,,3856,1909.0,1360,14580,3268,1551754,0.90874,4.106448650360107
2021-03-28,0.948022,0.960224,3817,4216.0,,3915,2057.0,1354,15359,3242,1599523,0.948022,3.691538095474243
2021-04-04,0.974936,0.998001,4116,4395.0,,4089,2129.0,1265,15994,3301,1602603,0.974936,3.46242618560791
2021-04-11,1.06411,1.07813,4740,5062.0,,4692,2290.0,1364,18148,3323,1683278,1.06411,3.150606393814087
2021-04-18,1.08168,1.10911,5227,5292.0,,4909,2364.0,1385,19177,3324,1729037,1.08168,2.7293572425842285
2021-04-25,1.10339,1.15017,5764,4859.0,,5095,2143.0,1452,19313,3290,1679142,1.10339,2.3073155879974365
2021-05-02,1.13164,1.1826,6335,4818.0,,5517,2045.0,1419,20134,3303,1702520,1.13164,1.9744492769241333
2021-05-09,1.1483,1.20847,6822,4620.0,,5403,1803.0,1289,19937,3272,1649771,1.1483,1.7532706260681152
2021-05-16,1.19144,1.25476,7366,4364.0,,5492,1843.0,1308,20373,3255,1623653,1.19144,1.5306036472320557
2021-05-23,1.24686,1.26333,8352,4421.0,,5414,1745.0,1334,21266,3233,1683332,1.24686,1.3637797832489014
2021-05-30,1.14576,1.19113,7953,3990.0,,4967,1596.0,1179,19685,3184,1652632,1.14576,1.3008583784103394
2021-06-06,1.18405,1.25152,8502,3978.0,,4856,1576.0,1240,20152,3182,1610198,1.18405,1.1141221523284912
2021-06-13,1.12999,1.14539,8097,3692.0,,4646,1528.0,1225,19188,3148,1675241,1.12999,1.008026957511902
2021-06-20,1.19103,1.18507,8536,3805.0,,4619,1515.0,1197,19672,3107,1659980,1.19103,1.1831064224243164
2021-06-27,1.21258,1.21019,8514,3815.0,,4611,1652.0,1304,19896,3093,1644041,1.21258,1.29781174659729
2021-07-04,1.2132,1.2128,8369,4006.0,,4757,1678.0,1293,20103,3092,1657572,1.2132,1.1628812551498413
2021-07-11,1.26708,1.32915,8719,4860.0,,5310,1978.0,1509,22376,3094,1683488,1.26708,1.0270328521728516
2021-07-18,1.38688,1.44259,9193,6030.0,,5930,2400.0,1710,25263,3103,1751226,1.38688,1.105796217918396
2021-07-25,1.64767,1.70922,10372,7962.0,,7171,2899.0,2150,30554,3102,1787598,1.64767,1.014944076538086
2021-08-01,1.799,1.90931,11144,9254.0,,8575,3618.0,2630,35221,3088,1844702,1.799,1.0374984741210938
2021-08-08,1.94947,2.05205,11102,10547.0,,8901,4328.0,2884,37762,3085,1840212,1.94947,1.1089882850646973
2021-08-15,2.03512,2.15537,11264,11227.0,,10105,4556.0,2917,40069,3079,1859035,2.03512,1.0327460765838623
2021-08-22,2.19023,2.30346,11809,11022.0,,12282,4744.0,2896,42753,3071,1856032,2.19023,1.0134950876235962
2021-08-29,2.23843,2.30735,11982,10384.0,,13529,4341.0,2826,43062,3066,1866295,2.23843,0.9734444618225098
2021-09-05,2.26655,2.2523,11745,9562.0,,13057,3889.0,2625,40878,3067,1814941,2.26655,0.803886890411377
2021-09-12,2.21303,2.21305,11711,9090.0,,12253,3738.0,2646,39438,3057,1782067,2.21303,0.7979471683502197
2021-09-19,2.04664,2.00533,11254,7783.0,,11583,3296.0,2306,36222,3095,1806283,2.04664,0.8117854595184326
2021-09-26,1.9014,1.93726,10928,6861.0,,11397,2768.0,2065,34019,3076,1756033,1.9014,0.8187320232391357
2021-10-03,1.84504,1.84254,10142,5638.0,,10065,2320.0,1837,30002,2919,1628298,1.84504,0.9260806441307068
2021-10-10,2.03811,1.96461,13161,7486.0,,13175,3210.0,2587,39619,3587,2016630,2.03811,2.77252459526062
2021-10-17,1.94464,1.90023,13066,7083.0,,11954,2944.0,2442,37489,3580,1972863,1.94464,3.0296413898468018
2021-10-24,1.92538,1.86005,12494,6452.0,,11448,2940.0,2350,35684,3538,1918446,1.92538,3.2996671199798584
2021-10-31,1.9789,1.89307,12858,6669.0,,11881,2850.0,2358,36616,3572,1934216,1.9789,3.434870481491089
2021-11-07,2.1334,2.08583,13295,6961.0,,14444,2918.0,2368,39986,3578,1917029,2.1334,3.6252729892730713
2021-11-14,2.25788,2.22432,14559,7836.0,,15933,3190.0,2724,44242,3601,1989010,2.25788,3.631312608718872
2021-11-21,2.41079,2.35599,14735,8519.0,,17350,3635.0,2808,47047,3591,1996913,2.41079,3.529564142227173
2021-11-28,2.51762,2.45722,14913,8173.0,,13394,3715.0,3102,43297,3584,1762035,2.51762,3.33723783493042
2021-12-05,2.55244,2.56131,15161,11287.0,,17338,4880.0,4005,52671,3608,2056405,2.55244,3.174001693725586
2021-12-12,2.72476,2.71523,14968,11367.0,,19950,4856.0,3886,55027,3613,2026604,2.72476,2.974526882171631
2021-12-19,3.14645,3.09817,16285,13614.0,,23449,5230.0,3961,62539,3584,2018579,3.14645,2.685793876647949
2021-12-26,4.00686,4.07763,18514,22550.0,,25049,7767.0,5304,79184,3564,1941911,4.00686,2.2586350440979004
2022-01-02,4.90468,5.07044,24118,38319.0,,28970,13517.0,8997,113921,3532,2246767,4.90468,2.0713553428649902
2022-01-09,4.3291,4.28258,17048,31466.0,,24806,12064.0,7939,93323,3561,2179129,4.3291,1.7908610105514526
2022-01-16,3.5344,3.41512,12222,21822.0,,20205,8731.0,6178,69158,3568,2025052,3.5344,1.492323637008667
2022-01-23,2.82024,2.68756,9526,15080.0,,13305,6219.0,4555,48685,3573,1811493,2.82024,1.487752079963684
2022-01-30,2.06558,1.96884,7300,9847.0,,9503,4562.0,3508,34720,3554,1763472,2.06558,1.3500434160232544
2022-02-06,1.68092,1.55907,6083,6418.0,,7740,3016.0,2552,25809,3488,1655407,1.68092,1.2060092687606812
2022-02-13,1.44022,1.33898,6395,5166.0,,7604,2401.0,2153,23719,3548,1771418,1.44022,1.1222695112228394
